municipal_status,code_of_locality,city,index_population_2017_1,index_value_2017_2,rank_2017_3,cluster_2017_4,rank_2015_3,cluster_2015_4,difference_cluster_2017_minus_cluster_2015,city_eng,perc_first_dose,perc_second_dose,active_cases,active_per_10000,city_rank,rank2017
99,3652,בית אריה,4955.033067936028,0.886348586598176,203,7,204,7,0,BET ARYE,59.57,57.08,0,0,2,7
37,NA,שער הנגב,7924.168289173606,0.9272687269810268,204,7,198,7,0,SHA'AR HANEGEV,NA,NA,NA,NA,NA,7
99,3560,אלקנה,3884.113619828226,0.9643492258696945,205,8,203,7,1,ELQANA,62.47,60.07,0,0,2,8
99,43,מטולה,1606.8219156446064,0.9773779584994329,206,8,212,8,0,METULA,NA,NA,NA,NA,NA,8
15,NA,חוף הכרמל,30511.514510970723,0.9995554122249829,207,8,209,8,0,HOF HAKARMEL,NA,NA,NA,NA,NA,8
45,NA,אלונה,2294.6180517617595,1.0099081292451089,208,8,214,8,0,ALLONA,NA,NA,NA,NA,NA,8
0,9400,יהוד,29688.889611444276,1.01122930356644,209,8,207,8,0,YEHUD,67.81,64.76,NA,NA,1.9,8
0,8600,רמת גן,155930.57048571666,1.0446056828651662,210,8,208,8,0,RAMAT GAN,63.82,61.35,23,1.4,1.8,8
99,29,יסוד המעלה,1697.3724313296636,1.048595339182602,211,8,215,8,0,YESUD HAMA'ALA,NA,NA,NA,NA,NA,8
99,1015,מבשרת ציון,24323.032265786886,1.0579791478655884,212,8,213,8,0,MEVASSERET ZIYYON,68.62,65.51,NA,NA,1.9,8
35,NA,יואב,8524.289085674995,1.0629979635833327,213,8,206,8,0,YO'AV,NA,NA,NA,NA,NA,8
30,NA,גזר,26482.77863684475,1.0734120054094953,214,8,211,8,0,GEZER,NA,NA,NA,NA,NA,8
0,5000,תל אביב -יפו,442788.6492349081,1.1130585632240448,215,8,222,8,0,TEL AVIV - YAFO,NA,NA,NA,NA,NA,8
0,681,גבעת שמואל,25776.00500544495,1.1290658120946426,216,8,210,8,0,GIV'AT SHEMU'EL,60.78,58.08,NA,NA,2.1,8
16,NA,עמק חפר,42163.222433196905,1.1451841520005062,217,8,220,8,0,EMEQ HEFER,NA,NA,NA,NA,NA,8
18,NA,לב השרון,23247.34027601778,1.1610557281249014,218,8,217,8,0,LEV HASHARON,NA,NA,NA,NA,NA,8
0,6900,כפר סבא,99633.89628118815,1.1717405869294317,219,8,219,8,0,KEFAR SAVA,68.29,66.13,17,1.7,1.9,8
99,9300,זכרון יעקב,22917.428862147397,1.176343588280333,220,8,221,8,0,ZIKHRON YA'AQOV,64.61,62.12,NA,NA,1.4,8
9,NA,עמק יזרעאל,37518.35331565723,1.1872264936359995,221,8,216,8,0,EMEQ YIZRE'EL,NA,NA,NA,NA,NA,8
99,3750,אלפי מנשה,7800.893441084645,1.1917902891735548,222,8,218,8,0,ALFE MENASHE,66.8,64.82,NA,NA,2.2,8
0,8700,רעננה,72270.00509292664,1.2151317232080512,223,8,226,8,0,RA'ANNANA,72.13,69.58,18,2.3,2.5,8
0,6400,הרצלייה,93659.8168012611,1.2206626800639666,224,8,227,8,0,HERZLIYYA,NA,NA,NA,NA,NA,8
99,195,קדימה-צורן,21905.06150014606,1.231939103917028,225,8,223,8,0,QADIMA-ZORAN,62.46,60.23,NA,NA,2,8
99,28,מזכרת בתיה,14135.006103762751,1.2634942167058087,226,9,224,8,1,MAZKERET BATYA,67.71,65.17,NA,NA,1.8,9
28,NA,ברנר,7864.815771390565,1.284982229510004,227,9,229,8,1,BRENNER,NA,NA,NA,NA,NA,9
99,2300,קריית טבעון,17452.65133329196,1.2947587018509457,228,9,225,8,1,QIRYAT TIV'ON,NA,NA,NA,NA,NA,9
19,NA,חוף השרון,13024.771807714755,1.3022900241576423,229,9,239,8,1,HOF HASHARON,NA,NA,NA,NA,NA,9
99,3760,אורנית,8655.395685729525,1.311558598076689,230,9,228,8,1,ORANIT,68.49,66.65,NA,NA,3.5,9
0,7200,נס ציונה,48708.46770933483,1.3169587968666394,231,9,230,8,1,NES ZIYYONA,61.44,59.2,NA,NA,3.2,9
99,9800,בנימינה-גבעת עדה,15410.702800246587,1.3217371181597075,232,9,232,8,1,BINYAMINA-GIV'AT ADA,60.99,59.1,NA,NA,2,9
27,NA,גן רווה,6098.829081595462,1.3243141955364692,233,9,235,8,1,GAN RAWE,NA,NA,NA,NA,NA,9
99,47,כפר תבור,4099.242351434937,1.364441070648585,234,9,234,8,1,KEFAR TAVOR,68.3,65.92,0,0,2,9
99,122,רמת ישי,7697.361727310432,1.364796571584274,235,9,236,8,1,RAMAT YISHAY,67.93,66.02,NA,NA,2,9
99,154,תל מונד,12605.433751284907,1.3674141374822681,236,9,237,8,1,TEL MOND,69.91,67.3,NA,NA,2,9
20,NA,דרום השרון,32700.125857644165,1.3840564635457258,237,9,238,8,1,DEROM HASHARON,NA,NA,NA,NA,NA,9
0,1200,מודיעין-מכבים-רעות,91328.26644643821,1.391256363868194,238,9,231,8,1,MODI'IN-MAKKABBIM-RE'UT,65.1,62.68,NA,NA,1.5,9
99,229,גני תקווה,18227.582801702294,1.4108186661136528,239,9,233,8,1,GANNE TIQWA,63.4,61.16,NA,NA,1.4,9
99,171,פרדסייה,5827.556727353257,1.4194755629625864,240,9,240,8,1,PARDESIYYA,NA,NA,NA,NA,NA,9
0,6300,גבעתיים,59505.22969526697,1.4531888368451982,241,9,241,8,1,GIV'ATAYIM,65.84,63.87,NA,NA,1.3,9
0,9700,הוד השרון,60773.671406415204,1.4913071601498882,242,9,242,8,1,HOD HASHARON,66.18,64.02,NA,NA,1.8,9
99,182,אבן יהודה,13573.675025084247,1.499467404271238,243,9,244,8,1,EVEN YEHUDA,66.95,64.58,0,0,2,9
0,2620,קריית אונו,39373.76434138541,1.5399519212952797,244,9,243,8,1,QIRYAT ONO,NA,NA,NA,NA,NA,9
99,1263,כפר ורדים,5531.349618998899,1.5448768046338746,245,9,247,9,0,KEFAR WERADIM,75.16,73.05,0,0,2.2,9
99,1268,מיתר,7749.179005788353,1.5760602201928258,246,9,245,8,1,METAR,70.39,68.64,NA,NA,2.9,9
0,2650,רמת השרון,45908.95380761819,1.6058992944672745,247,9,249,9,0,RAMAT HASHARON,69.58,67.56,NA,NA,0.7,9
99,1304,שוהם,20928.060723053157,1.6714741439745384,248,9,248,9,0,SHOHAM,75.56,72.91,NA,NA,2.3,9
32,NA,גדרות,5180.376258826745,1.705092641511911,249,9,246,9,0,GEDEROT,NA,NA,NA,NA,NA,9
99,3769,הר אדר,4057.8592873221737,1.7575909206592886,250,9,250,9,0,HAR ADAR,73.88,71.69,0,0,2,9
99,1224,כוכב יאיר,8889.198052604159,1.8091417983741063,251,9,251,9,0,KOKHAV YA'IR,83.66,81.43,0,0,2,9
99,666,עומר,7612.5118887432,1.900232860696077,252,10,252,9,1,OMER,83.25,80.35,0,0,2,10
99,1271,להבים,6391.657951840976,1.9891270555449536,253,10,253,9,1,LEHAVIM,75.08,73.17,0,0,2.3,10
99,267,כפר שמריהו,1810.877022354061,2.068021778496841,254,10,254,10,0,KEFAR SHEMARYAHU,NA,NA,NA,NA,NA,10
99,587,סביון,3877.7595010730424,2.320491344049602,255,10,255,10,0,SAVYON,81.71,78.22,0,0,2,10
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"[1] אוכלוסיית המדד החברתי-כלכלי 2017 לא כוללת דיירי מוסדות סיעודיים, בתי סוהר וכדומה.",NA,NA,NA,NA,NA,"[1] THE POPULATION OF SOCIO-ECONOMIC INDEX 2017 DOES NOT INCLUDE RESIDENTS OF NURSING HOMES, PENITENTIARY INSTITUTIONS, AND SIMILAR.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"[2] ערך המדד מחושב בשיטת ניתוח גורמים, ומתוקנן כך שממוצע ערכי המדד של כל הרשויות המקומיות הוא אפס. ערך המדד מבטא את המרחק של הרשות המקומית מהממוצע ביחידות של סטיות תקן.",NA,NA,NA,NA,NA,"[2] THE INDEX VALUE IS CALCULATED BY MEANS OF FACTOR ANALYSIS, AND IS STANDARDIZED SO THAT THE MEAN INDEX VALUE FOR ALL THE LOCAL AUTHORITIES IS ZERO. THE INDEX VALUE IS THE DISTANCE OF THE LOCAL AUTHORITY FROM THE MEAN VALUE MEAZURED BY STANDARD DEVIATION UNITS.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
[3] מ-1 עד 255.,NA,NA,NA,NA,NA,[3] 1 TO 255.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"[4] מ-1 עד 10. חלוקת הרשויות המקומיות ל-10 קבוצות הומוגניות (שאינן שוות גודל) בוצעה בשיטת ניתוח אשכולות, כך ששונות ערכי המדד בתוך האשכולות תהיה מינימלית ככל האפשר, ושונות ערכי המדד בין האשכולות תהיה מקסימלית.",NA,NA,NA,NA,NA,"[4] 1 TO 10. THE ALLOCATION OF THE LOCAL AUTHORITIES TO 10 HOMOGENEOUS GROUPS (NOT EQUALLY SIZED) IS PRODUCED BY MEANS OF CLUSTER ANALYSIS, SO THAT THE VARIANCE WITHIN CLUSTERS IS MINIMIZED AND THE VARIANCE BETWEEN CLUSTERS IS MAXIMIZED.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,אל סייד,NA,NA,NA,NA,NA,NA,NA,NA,9.61,7.67,NA,NA,3.7,NA
NA,NA,אבו רוקייק (שבט),NA,NA,NA,NA,NA,NA,NA,NA,5.86,4.39,NA,NA,4.6,NA
NA,NA,עתלית,NA,NA,NA,NA,NA,NA,NA,NA,54.28,52.4,0,0,2,NA
NA,NA,הוואשלה (שבט),NA,NA,NA,NA,NA,NA,NA,NA,6,4.51,0,0,2,NA
NA,NA,שייח' דנון,NA,NA,NA,NA,NA,NA,NA,NA,54.9,50.07,0,0,2.3,NA
NA,NA,סייד (שבט),NA,NA,NA,NA,NA,NA,NA,NA,6.94,4.53,NA,NA,3.1,NA
NA,NA,אלון שבות,NA,NA,NA,NA,NA,NA,NA,NA,67.25,63.93,NA,NA,3.1,NA
NA,NA,קצר א-סר,NA,NA,NA,NA,NA,NA,NA,NA,6.15,5.15,0,0,2,NA
NA,NA,קודייראת א-צאנע(שבט),NA,NA,NA,NA,NA,NA,NA,NA,3.1,2.36,NA,NA,3.8,NA
NA,NA,שמשית,NA,NA,NA,NA,NA,NA,NA,NA,75.73,73.79,0,0,2,NA
NA,NA,קרית טבעון,NA,NA,NA,NA,NA,NA,NA,NA,65.98,64.08,0,0,2,NA
NA,NA,חשמונאים,NA,NA,NA,NA,NA,NA,NA,NA,90.39,84.4,NA,NA,2,NA
NA,NA,קרית שמונה,NA,NA,NA,NA,NA,NA,NA,NA,66.06,62.71,NA,NA,1.9,NA
NA,NA,כפר האורנים,NA,NA,NA,NA,NA,NA,NA,NA,66.01,63.84,0,0,2,NA
NA,NA,טובא-זנגריה,NA,NA,NA,NA,NA,NA,NA,NA,54.6,49.57,NA,NA,3.8,NA
NA,NA,פדואל,NA,NA,NA,NA,NA,NA,NA,NA,53.71,50.12,0,0,2.7,NA
NA,NA,כפר מצר,NA,NA,NA,NA,NA,NA,NA,NA,53.02,48.06,0,0,2.2,NA
NA,NA,שילה,NA,NA,NA,NA,NA,NA,NA,NA,34.63,32.43,NA,NA,4.7,NA
NA,NA,מוקייבלה,NA,NA,NA,NA,NA,NA,NA,NA,56.3,48.18,NA,NA,4.9,NA
NA,NA,נווה דניאל,NA,NA,NA,NA,NA,NA,NA,NA,58.92,55.47,0,0,2.9,NA
NA,NA,חספין,NA,NA,NA,NA,NA,NA,NA,NA,35.1,32.91,0,0,2,NA
NA,NA,קרית יערים,NA,NA,NA,NA,NA,NA,NA,NA,35.22,30.58,NA,NA,2,NA
NA,NA,סלמה,NA,NA,NA,NA,NA,NA,NA,NA,51.78,47.07,NA,NA,2.4,NA
NA,NA,גבע בנימין,NA,NA,NA,NA,NA,NA,NA,NA,40.73,37.17,0,0,2,NA
NA,NA,אום בטין,NA,NA,NA,NA,NA,NA,NA,NA,10.69,7.83,0,0,2.3,NA
NA,NA,אבטין,NA,NA,NA,NA,NA,NA,NA,NA,51.85,47.49,0,0,2,NA
NA,NA,גבעת אבני,NA,NA,NA,NA,NA,NA,NA,NA,77.69,74.66,0,0,2.3,NA
NA,NA,יקיר,NA,NA,NA,NA,NA,NA,NA,NA,49.56,47.13,0,0,2,NA
NA,NA,מייסר,NA,NA,NA,NA,NA,NA,NA,NA,56,51.05,0,0,2,NA
NA,NA,רומת הייב,NA,NA,NA,NA,NA,NA,NA,NA,43.51,37.55,0,0,2,NA
NA,NA,לפיד,NA,NA,NA,NA,NA,NA,NA,NA,75.22,73.01,0,0,2,NA
NA,NA,יד בנימין,NA,NA,NA,NA,NA,NA,NA,NA,41.73,38.93,NA,NA,2,NA
NA,NA,בת חפר,NA,NA,NA,NA,NA,NA,NA,NA,74.23,71.45,0,0,2,NA
NA,NA,נוף איילון,NA,NA,NA,NA,NA,NA,NA,NA,79.62,75.38,0,0,2,NA
NA,NA,אבו ג'ווייעד (שבט),NA,NA,NA,NA,NA,NA,NA,NA,9.74,7.46,NA,NA,3.7,NA
NA,NA,קרית מוצקין,NA,NA,NA,NA,NA,NA,NA,NA,70.05,67.22,NA,NA,1.5,NA
NA,NA,פרדסיה,NA,NA,NA,NA,NA,NA,NA,NA,72,69.67,NA,NA,2,NA
NA,NA,עוזייר,NA,NA,NA,NA,NA,NA,NA,NA,52.44,48.39,NA,NA,2,NA
NA,NA,ברכה,NA,NA,NA,NA,NA,NA,NA,NA,35.91,32.55,0,0,2.2,NA
NA,NA,נופית,NA,NA,NA,NA,NA,NA,NA,NA,76,74.04,0,0,2,NA
NA,NA,נאעורה,NA,NA,NA,NA,NA,NA,NA,NA,57.57,53.39,NA,NA,4.1,NA
NA,NA,נהריה,NA,NA,NA,NA,NA,NA,NA,NA,69.9,66.63,NA,NA,1.9,NA
NA,NA,תל אביב - יפו,NA,NA,NA,NA,NA,NA,NA,NA,62.38,59.58,177,3.5,2,NA
NA,NA,נעלה,NA,NA,NA,NA,NA,NA,NA,NA,49.89,47.36,0,0,2,NA
NA,NA,מעגן מיכאל,NA,NA,NA,NA,NA,NA,NA,NA,63.44,61.76,0,0,2,NA
NA,NA,קיסריה,NA,NA,NA,NA,NA,NA,NA,NA,73.3,70.52,0,0,2,NA
NA,NA,גני מודיעין,NA,NA,NA,NA,NA,NA,NA,NA,27.76,25.14,0,0,2,NA
NA,NA,הושעיה,NA,NA,NA,NA,NA,NA,NA,NA,64.67,61.8,NA,NA,3.5,NA
NA,NA,כוכב יעקב,NA,NA,NA,NA,NA,NA,NA,NA,27.84,24.46,NA,NA,2.1,NA
NA,NA,שערי תקווה,NA,NA,NA,NA,NA,NA,NA,NA,59.48,56.98,0,0,2,NA
NA,NA,אבו קורינאת (שבט),NA,NA,NA,NA,NA,NA,NA,NA,3.9,2.82,NA,NA,5.7,NA
NA,NA,קרית אתא,NA,NA,NA,NA,NA,NA,NA,NA,64.77,61.3,NA,NA,1.1,NA
NA,NA,בית יצחק-שער חפר,NA,NA,NA,NA,NA,NA,NA,NA,69.31,66.88,0,0,2,NA
NA,NA,פסגות,NA,NA,NA,NA,NA,NA,NA,NA,46.26,43.4,0,0,2,NA
NA,NA,אבו תלול,NA,NA,NA,NA,NA,NA,NA,NA,6.66,5.77,NA,NA,4.3,NA
NA,NA,קרית ים,NA,NA,NA,NA,NA,NA,NA,NA,67.23,63.83,NA,NA,2,NA
NA,NA,"כפר חב""ד",NA,NA,NA,NA,NA,NA,NA,NA,37.43,32.67,NA,NA,3.7,NA
NA,NA,מסעודין אל-עזאזמה,NA,NA,NA,NA,NA,NA,NA,NA,4.88,3.72,16,9,5,NA
NA,NA,מבוא חורון,NA,NA,NA,NA,NA,NA,NA,NA,37.23,34.77,0,0,2,NA
NA,NA,גן נר,NA,NA,NA,NA,NA,NA,NA,NA,74.41,71.67,0,0,2,NA
NA,NA,ביר הדאג',NA,NA,NA,NA,NA,NA,NA,NA,2,1.52,NA,NA,3.8,NA
NA,NA,צור יצחק,NA,NA,NA,NA,NA,NA,NA,NA,51.44,50.05,NA,NA,2.1,NA
NA,NA,קרית ארבע,NA,NA,NA,NA,NA,NA,NA,NA,47.32,44.11,NA,NA,3.6,NA
NA,NA,אבו רובייעה (שבט),NA,NA,NA,NA,NA,NA,NA,NA,2.54,1.84,NA,NA,3.9,NA
NA,NA,גבעת ברנר,NA,NA,NA,NA,NA,NA,NA,NA,61.24,59.7,0,0,2,NA
NA,NA,תפרח,NA,NA,NA,NA,NA,NA,NA,NA,30.27,23.32,NA,NA,2,NA
NA,NA,קרית מלאכי,NA,NA,NA,NA,NA,NA,NA,NA,48.99,43.7,NA,NA,1.1,NA
NA,NA,אעצם (שבט),NA,NA,NA,NA,NA,NA,NA,NA,6.19,4.65,NA,NA,3.7,NA
NA,NA,אטרש (שבט),NA,NA,NA,NA,NA,NA,NA,NA,7.67,5.67,NA,NA,4.9,NA
NA,NA,בית חשמונאי,NA,NA,NA,NA,NA,NA,NA,NA,66.88,64.5,0,0,2,NA
NA,NA,ניצן,NA,NA,NA,NA,NA,NA,NA,NA,54.81,50.79,NA,NA,4.3,NA
NA,NA,עלי זהב,NA,NA,NA,NA,NA,NA,NA,NA,40.02,38.24,0,0,2.6,NA
NA,NA,תקוע,NA,NA,NA,NA,NA,NA,NA,NA,38.94,37.01,NA,NA,4.7,NA
NA,NA,טלמון,NA,NA,NA,NA,NA,NA,NA,NA,44.35,42.07,NA,NA,2.7,NA
NA,NA,צור הדסה,NA,NA,NA,NA,NA,NA,NA,NA,48.2,45.92,NA,NA,2.1,NA
NA,NA,קרית עקרון,NA,NA,NA,NA,NA,NA,NA,NA,60.59,56.97,NA,NA,2.8,NA
NA,NA,הרצליה,NA,NA,NA,NA,NA,NA,NA,NA,68.71,66.29,24,2.4,2.1,NA
NA,NA,אחוזת ברק,NA,NA,NA,NA,NA,NA,NA,NA,69.47,66.47,0,0,2,NA
NA,NA,עץ אפרים,NA,NA,NA,NA,NA,NA,NA,NA,48.38,45.95,0,0,2,NA
NA,NA,קציר,NA,NA,NA,NA,NA,NA,NA,NA,55.56,53.67,0,0,2,NA
NA,NA,עלי,NA,NA,NA,NA,NA,NA,NA,NA,44.1,42.1,NA,NA,2.2,NA
NA,NA,נוקדים,NA,NA,NA,NA,NA,NA,NA,NA,35.8,33.98,0,0,2.7,NA
NA,NA,כוכב השחר,NA,NA,NA,NA,NA,NA,NA,NA,45.46,42.55,NA,NA,2.7,NA
NA,NA,שתולים,NA,NA,NA,NA,NA,NA,NA,NA,59.82,56,0,0,2,NA
NA,NA,צופים,NA,NA,NA,NA,NA,NA,NA,NA,53.89,51.1,0,0,2,NA
NA,NA,אבני חפץ,NA,NA,NA,NA,NA,NA,NA,NA,44.3,40.6,0,0,2,NA
NA,NA,מעגלים,NA,NA,NA,NA,NA,NA,NA,NA,47.87,43.8,0,0,2,NA
NA,NA,צור משה,NA,NA,NA,NA,NA,NA,NA,NA,53.96,51.97,0,0,2,NA
NA,NA,מתן,NA,NA,NA,NA,NA,NA,NA,NA,68.29,66.47,0,0,2,NA
NA,NA,עין נקובא,NA,NA,NA,NA,NA,NA,NA,NA,39.64,32.08,0,0,2,NA
NA,NA,קרית אונו,NA,NA,NA,NA,NA,NA,NA,NA,64.54,62.31,NA,NA,1.8,NA
NA,NA,ברקת,NA,NA,NA,NA,NA,NA,NA,NA,36.44,31.83,NA,NA,3.1,NA
NA,NA,קרית גת,NA,NA,NA,NA,NA,NA,NA,NA,54.19,50.11,NA,NA,1.4,NA
NA,NA,מרכז שפירא,NA,NA,NA,NA,NA,NA,NA,NA,58.36,55.23,0,0,2,NA
NA,NA,כפר אדומים,NA,NA,NA,NA,NA,NA,NA,NA,51.03,48.68,0,0,2,NA
NA,NA,רבבה,NA,NA,NA,NA,NA,NA,NA,NA,45.2,41.28,0,0,2.3,NA
NA,NA,נוף הגליל,NA,NA,NA,NA,NA,NA,NA,NA,64.33,60.51,NA,NA,2.1,NA
NA,NA,מצפה יריחו,NA,NA,NA,NA,NA,NA,NA,NA,40.97,38.32,0,0,2,NA
NA,NA,דבוריה,NA,NA,NA,NA,NA,NA,NA,NA,53.49,48.14,NA,NA,2,NA
NA,NA,סולם,NA,NA,NA,NA,NA,NA,NA,NA,63.41,57.14,0,0,2.7,NA
NA,NA,אלעזר,NA,NA,NA,NA,NA,NA,NA,NA,59.68,57.23,NA,NA,5.4,NA
NA,NA,קרית ביאליק,NA,NA,NA,NA,NA,NA,NA,NA,68.07,65.26,NA,NA,2.2,NA
NA,NA,עפרה,NA,NA,NA,NA,NA,NA,NA,NA,58.16,54.9,0,0,2,NA
